# index, male, _pos
3579,0,"array([-16.70838544,  -4.19606311])"
3580,1,"array([ 5.95079028, -5.0939179 ])"
3581,0,"array([ 7.76440292, -4.52447182])"
3582,0,"array([ 23.26960631, -25.31928044])"
3583,1,"array([7.4527708 , 1.60720332])"
3584,0,"array([3.52818802, 4.30283645])"
3585,1,"array([ 32.0030643, -20.9514768])"
3586,1,"array([18.51266115,  0.47517683])"
3587,0,"array([22.498042  ,  4.58634899])"
3588,1,"array([ 24.39803714, -23.60308691])"
3589,0,"array([ 24.36232172, -28.19297415])"
3590,0,"array([12.61148704, 13.80204035])"
3591,0,"array([16.05499644, -2.05034693])"
3592,1,"array([ 0.26970528, -2.23497319])"
3593,1,"array([11.01933275, -3.6596728 ])"
3594,1,"array([7.75648098, 2.343501  ])"
3595,1,"array([ 19.86378552, -11.1901566 ])"
3596,0,"array([21.48260099, -0.63050659])"
3597,0,"array([ 1.40971857e+01, -1.38788480e-02])"
3598,0,"array([11.70469017, -2.96721893])"
3599,0,"array([ 8.01156602, -8.37144963])"
3600,1,"array([35.60606283, -5.7623774 ])"
3601,0,"array([40.64426352, -4.77425793])"
3602,1,"array([ 35.01864577, -10.05603484])"
3603,1,"array([ 22.57744939, -13.37515091])"
3604,0,"array([12.1339302 , -2.65995869])"
3605,1,"array([ 28.96764936, -18.94042551])"
3606,0,"array([23.48084948, 31.21701363])"
3607,0,"array([8.23612592, 1.103953  ])"
3608,1,"array([23.0726874 , -1.56862804])"
3609,0,"array([12.61557421, -0.73067486])"
3610,0,"array([ 30.12802586, -11.59626478])"
3611,0,"array([ 31.04223023, -14.96988348])"
3612,0,"array([17.79934392, 16.17746717])"
3613,0,"array([10.22496678, -2.53078929])"
3614,1,"array([7.12696399, 4.11270012])"
3615,0,"array([3.09907607, 4.3859586 ])"
3616,1,"array([24.62203128, -2.05789208])"
3617,1,"array([136.21578078,  26.10779814])"
3618,0,"array([135.68283051,  25.35892634])"
3619,0,"array([31.11754242, 13.08821215])"
3620,0,"array([9.40735656, 9.87924154])"
3621,0,"array([ 7.96259893, -1.77841374])"
3622,1,"array([-7.92975837, -5.11435532])"
3623,0,"array([-10.91489564,  -4.59786236])"
3624,1,"array([-8.47669175, -9.74353439])"
3625,1,"array([36.86193056,  6.98190883])"
3626,1,"array([ 32.08063886, -14.82997586])"
3627,1,"array([16.60497868, -9.22197315])"
3628,0,"array([ 13.1382702 , -27.65366259])"
3629,1,"array([25.13531145, 18.24601356])"
3630,1,"array([-12.22260623,  -3.13497105])"
3631,0,"array([ 4.09064264, -5.78586983])"
3632,0,"array([19.91365229,  9.79361141])"
3633,0,"array([17.4494526 ,  1.09199893])"
3634,0,"array([ 7.91779418, 20.18504825])"
3635,0,"array([3.25354162, 7.70054768])"
3636,0,"array([ 0.74239725, -1.33115874])"
3637,1,"array([28.19396241, 14.4119357 ])"
3638,1,"array([11.01113342, -4.57130855])"
3639,0,"array([ 8.00598183, -3.25343076])"
3640,1,"array([ 2.38089354, -1.29355762])"
3641,1,"array([39.89842867,  5.75857025])"
3642,1,"array([ 0.00945543, -8.84291765])"
3643,0,"array([ 13.64641008, -10.34175571])"
3644,0,"array([5.51996897, 9.48222582])"
3645,0,"array([10.73044994,  0.53683172])"
3646,0,"array([ 26.58313714, -16.11241277])"
3647,0,"array([11.76767634, -4.98317224])"
3648,1,"array([-14.11490787,  -4.1704488 ])"
3649,0,"array([13.55659098,  3.50790977])"
3650,0,"array([ 6.9584768, 11.864819 ])"
3651,0,"array([21.90950378,  8.92865659])"
3652,0,"array([15.68037749, -3.93403153])"
3653,0,"array([15.67120313,  4.3581397 ])"
3654,0,"array([11.66987756, -6.63321926])"
3655,0,"array([ -5.98879293, -10.95238192])"
3656,0,"array([ 1.80596938, -0.15248716])"
3657,0,"array([ 18.98272788, -22.00881044])"
3658,0,"array([21.27105904, 16.59331277])"
3659,0,"array([15.59501169, -0.28555262])"
3660,1,"array([ 18.71738735, -13.25138405])"
3661,0,"array([15.84923464, -7.60255683])"
3662,0,"array([15.33006657, -2.84417639])"
3663,0,"array([ 32.53515479, -14.07603169])"
3664,0,"array([12.17686898,  1.16553965])"
3665,1,"array([ 15.69943578, -11.62441895])"
3666,1,"array([ 36.01237916, -17.89838094])"
3667,1,"array([20.01432676, -2.07890305])"
3668,1,"array([17.13665403, -6.53421634])"
3669,1,"array([ 16.87488696, -26.85068773])"
3670,0,"array([17.06323928, -9.61509368])"
3671,0,"array([11.73576883,  1.49944077])"
3672,0,"array([ 8.67230806, -6.09480674])"
3673,1,"array([ -2.67148329, -10.39983288])"
3674,0,"array([ -4.21144902, -10.61533589])"
3675,0,"array([11.52910083, -9.67715227])"
3676,0,"array([20.49052361, -5.9450634 ])"
3677,1,"array([17.79236442, -4.48735382])"
3678,1,"array([ 23.11638259, -23.18639048])"
3679,0,"array([ 23.41734712, -27.61388274])"
3680,0,"array([4.63156149, 6.12132973])"
3681,0,"array([ 15.32284887, -22.91679449])"
3682,0,"array([16.92087056, -1.39157689])"
3683,1,"array([ 21.03995452, -22.27287114])"
3684,1,"array([10.64696992, -6.41976211])"
3685,0,"array([12.6191705 , -3.58301876])"
3686,0,"array([12.65437122, -2.60494243])"
3687,1,"array([  6.12626047, -12.56452419])"
3688,0,"array([10.38417902, -7.96599426])"
3689,0,"array([10.10301127,  5.69403297])"
3690,0,"array([ 4.70045806, -1.97857696])"
3691,0,"array([-6.67607492, -6.97083464])"
3692,0,"array([12.63635129,  3.5722534 ])"
3693,0,"array([  8.95203414, -11.92461069])"
3694,0,"array([11.37439187,  0.65738527])"
3695,0,"array([16.63039275,  2.32755898])"
3696,1,"array([23.64014382, -6.20595598])"
3697,0,"array([ 26.47320819, -11.00960017])"
3698,1,"array([-14.82399514,  -2.4166031 ])"
3699,1,"array([ 16.54618197, -31.46764993])"
3700,1,"array([ 29.13830634, -14.06399447])"
3701,1,"array([ 16.46365755, -14.38898152])"
3702,1,"array([ 23.52817312, -13.05052022])"
3703,1,"array([ 10.13831704, -23.03884732])"
3704,0,"array([ 11.23977237, -27.17706723])"
3705,1,"array([37.90896916, -9.11778097])"
3706,0,"array([37.53483548, -9.87285513])"
3707,0,"array([-0.03575122, -1.64167676])"
3708,0,"array([-9.7191048 , -6.92046166])"
3709,0,"array([ 43.96149421, -18.72565859])"
3710,0,"array([21.82339194,  5.51164767])"
3711,0,"array([ 15.19851918, -31.11361718])"
3712,0,"array([ 17.77512607, -25.27488596])"
3713,1,"array([131.54069035,   9.00830993])"
3714,0,"array([131.2582429,   9.8675392])"
3715,1,"array([ 2.16099424e+01, -7.45961263e-03])"
3716,0,"array([14.90688442,  1.9408518 ])"
3717,0,"array([35.67483767,  1.89316768])"
3718,0,"array([11.49913487,  6.95531595])"
3719,1,"array([ 14.19841109, -23.76175453])"
3720,1,"array([ 32.96207301, -24.44804488])"
3721,0,"array([ 36.0708209 , -27.03745771])"
3722,1,"array([28.11316958, -9.05846339])"
3723,1,"array([15.47901062, -8.64483994])"
3724,0,"array([ 29.92243552, -18.91342269])"
3725,0,"array([12.59951846,  5.12457347])"
3726,0,"array([ 1.75853467, -8.63135692])"
3727,0,"array([1.03627109, 4.96303427])"
3728,1,"array([17.66155529,  6.8119782 ])"
3729,0,"array([ 13.40672269, -23.25277973])"
3730,1,"array([11.26914972, -0.77471893])"
3731,1,"array([  7.14959617, -17.13361991])"
3732,0,"array([  9.06310273, -12.37787899])"
3733,0,"array([13.76088975,  2.51733323])"
3734,0,"array([ 31.34913277, -18.78077281])"
3735,0,"array([ 25.76824675, -15.83117808])"
3736,1,"array([125.75418604,  12.24592385])"
3737,0,"array([124.85757642,  12.39165303])"
3738,1,"array([11.64491822, 12.46553025])"
3739,0,"array([ 8.87399597, -6.54976279])"
3740,0,"array([11.08268619, 15.97230946])"
3741,0,"array([25.12327759,  7.36602636])"
3742,0,"array([ 7.72162966, -9.02517189])"
3743,1,"array([-12.65039715,  -2.81107128])"
3744,1,"array([0.03202318, 0.66905119])"
3745,0,"array([16.94187377,  5.07365203])"
3746,0,"array([ 28.93744958, -11.12791385])"
3747,0,"array([ 46.88825562, -17.11959235])"
3748,0,"array([38.88587797, -8.10725365])"
3749,1,"array([-14.47757803, -18.02785498])"
3750,0,"array([-11.18106396, -15.46851638])"
3751,1,"array([ 17.644682  , -28.25381785])"
3752,0,"array([ 9.95210216, -1.2758806 ])"
3753,0,"array([18.46039025,  8.43993237])"
3754,0,"array([3.57345188, 5.88346723])"
3755,0,"array([40.69313917, -4.33071649])"
3756,0,"array([12.83242062, -6.4348343 ])"
3757,1,"array([ 28.25381464, -14.81511322])"
3758,0,"array([ 7.61691179, -9.90015625])"
3759,0,"array([18.67129052,  0.16395033])"
3760,1,"array([9.62333962, 6.1147219 ])"
3761,0,"array([18.69759111,  7.91569405])"
3762,0,"array([11.64041444,  6.51700125])"
3763,0,"array([ 27.43233787, -13.75600916])"
3764,0,"array([ 20.6116468 , -11.59051822])"
3765,0,"array([ 14.63222957, -28.06048084])"
3766,1,"array([ 19.58406884, -27.77361586])"
3767,1,"array([16.04585433,  1.63968687])"
3768,0,"array([11.13104004, -4.38861045])"
3769,0,"array([11.20811891, -3.33420671])"
3770,0,"array([ 7.78341047, -8.43447488])"
3771,0,"array([ 4.72954298, -6.58130004])"
3772,0,"array([ 3.94363488, -0.62097421])"
3773,1,"array([19.02406469, 11.31730403])"
3774,0,"array([ 35.28555146, -11.47136779])"
3775,0,"array([ 4.67926198, -1.61976952])"
3776,0,"array([36.97456463,  6.48019682])"
3777,1,"array([-5.0039093 , -9.41117437])"
3778,1,"array([34.23522067, -8.45653432])"
3779,1,"array([10.80130975, 12.81838067])"
3780,1,"array([26.05054782, -3.97966328])"
3781,1,"array([ 27.91413868, -17.67675609])"
3782,0,"array([ 24.96152466, -15.40537683])"
3783,0,"array([ 10.60849501, -10.53225709])"
3784,1,"array([ -0.38380618, -12.52464962])"
3785,1,"array([ -1.767172  , -11.97018404])"
3786,0,"array([21.12480151,  3.30831653])"
3787,0,"array([ 5.33746901, -4.84810441])"
3788,1,"array([ 26.99357257, -23.77942944])"
3789,0,"array([ -3.24235688, -10.73012621])"
3790,1,"array([34.58779906, -2.60266259])"
3791,0,"array([6.82525442, 9.80523176])"
3792,0,"array([ -7.40502417, -11.14038899])"
3793,0,"array([21.26122318,  9.99653024])"
3794,0,"array([13.53808742, -6.88246604])"
3795,0,"array([ 33.26573838, -13.24805138])"
3796,1,"array([ 13.79120043, -27.00086239])"
3797,1,"array([-12.12566692,  -2.5246733 ])"
3798,1,"array([ 6.98564651, 13.9323335 ])"
3799,1,"array([ 8.36101667, -2.69926473])"
3800,1,"array([29.94701411,  2.77104068])"
3801,1,"array([15.2872624 , 11.47144205])"
3802,0,"array([  7.79176124, -18.86481153])"
3803,0,"array([10.78295085,  3.85035036])"
3804,1,"array([-24.17463858, 105.95139143])"
3805,0,"array([-23.28114755, 105.83444234])"
3806,0,"array([17.87526864,  9.00207552])"
3807,0,"array([19.64827812, 12.11047477])"
3808,0,"array([27.04508725, -8.97095186])"
3809,0,"array([20.64065215, -6.73278767])"
3810,0,"array([ 28.98429945, -13.1218735 ])"
3811,1,"array([  9.03362663, -11.48233994])"
3812,1,"array([ 4.16092762, -4.05250467])"
3813,1,"array([23.69530564, 20.70869276])"
3814,0,"array([ 6.6100193 , -0.37320719])"
3815,0,"array([13.0356104 ,  5.57480104])"
3816,0,"array([40.69076636,  0.39638174])"
3817,0,"array([ 27.01319321, -13.95859004])"
3818,0,"array([26.75162873, -9.30838953])"
3819,0,"array([ 5.05458225, -4.81540048])"
3820,0,"array([ 15.91044676, -21.37214153])"
3821,1,"array([  8.37067652, -18.35006066])"
3822,1,"array([11.52415689,  2.67169425])"
3823,1,"array([ 32.50396374, -30.45261914])"
3824,0,"array([ 29.6259665 , -27.30510484])"
3825,0,"array([-5.89993339, -4.22191502])"
3826,0,"array([19.33104464, -9.67789723])"
3827,0,"array([ 27.59765246, -25.6338262 ])"
3828,0,"array([ 4.4392549 , 11.39764583])"
3829,0,"array([ 27.49482868, -19.9705477 ])"
3830,0,"array([ 37.99398579, -16.14662606])"
3831,0,"array([17.7241823 , 12.05508637])"
3832,1,"array([ 14.923749  , 110.61964381])"
3833,0,"array([ 14.78592096, 109.71466537])"
3834,1,"array([1.74872713, 5.61339316])"
3835,1,"array([3.16403232, 0.29471494])"
3836,0,"array([13.28121209,  5.3562472 ])"
3837,0,"array([ 1.0543083 , -7.37095611])"
3838,0,"array([12.46604442,  3.74016931])"
3839,0,"array([ 2.93436048, -3.15598058])"
3840,1,"array([45.1181279 ,  8.01085743])"
3841,1,"array([41.81383596,  5.52773388])"
3842,1,"array([-92.85908604,  -7.32221135])"
3843,0,"array([-93.32397892,  -6.5465456 ])"
3844,0,"array([12.3675301 ,  5.28442991])"
3845,0,"array([ 1.07486613, 16.75942192])"
3846,0,"array([11.7593979, 18.1729777])"
3847,1,"array([11.86477191,  1.71119035])"
3848,0,"array([-6.2203893 , -4.79616618])"
3849,0,"array([ 30.31843375, -11.31424392])"
3850,1,"array([41.18711258, -6.75418735])"
3851,1,"array([ -9.47850177, -15.13990498])"
3852,0,"array([-12.7355719 , -18.33100674])"
3853,0,"array([ 0.04795198, -1.27140749])"
3854,1,"array([ 7.37075885, -1.43223179])"
3855,0,"array([1.4076557 , 1.13247104])"
3856,0,"array([31.86716462, 11.7991341 ])"
3857,0,"array([16.53209564, -3.73350765])"
3858,0,"array([13.24938905, 11.43036252])"
3859,0,"array([-4.07951498, -2.79228782])"
3860,0,"array([5.01917096, 2.48498916])"
3861,0,"array([ -7.1329224 , -14.65536986])"
3862,0,"array([ 14.54157202, -28.45914996])"
3863,0,"array([ 35.51493802, -27.43322341])"
3864,1,"array([-4.3922173 , -4.04948943])"
3865,1,"array([31.9161603,  9.6475803])"
3866,1,"array([ 21.20725154, -21.00339351])"
3867,1,"array([ 19.1605442 , -13.65082658])"
3868,1,"array([ 25.64938718, -14.52290215])"
3869,1,"array([  8.2422199 , -16.19142119])"
3870,0,"array([ 10.07076496, -10.66297332])"
3871,1,"array([  9.31411507, -21.00420113])"
3872,0,"array([ 11.28681214, -17.16611602])"
3873,1,"array([-96.04336244, -56.34178731])"
3874,0,"array([-95.51370198, -57.06971528])"
3875,1,"array([ 1.67628007, 11.10097605])"
3876,0,"array([11.20291219,  3.28632548])"
3877,0,"array([23.6702912,  8.612059 ])"
3878,0,"array([26.09472467,  9.59608683])"
3879,0,"array([ 31.33744653, -26.61996087])"
3880,0,"array([ 19.93429113, -32.79060473])"
3881,0,"array([16.62338455, -2.36172281])"
3882,1,"array([21.62059787,  2.81439433])"
3883,1,"array([ 36.48377641, -17.35124886])"
3884,0,"array([23.91199608, -9.69354965])"
3885,0,"array([27.03356659, -5.96429994])"
3886,0,"array([ 25.08802356, -17.25274624])"
3887,0,"array([ 14.96903491, -11.37127102])"
3888,0,"array([ 6.80290945, 10.2007333 ])"
3889,0,"array([22.18702586, -2.90164923])"
3890,0,"array([3.13276662, 3.61551851])"
3891,1,"array([11.883231  , -6.60073259])"
3892,0,"array([13.11413175, -9.32455434])"
3893,1,"array([34.72519842, 21.03443587])"
3894,0,"array([32.65772831, 18.20571883])"
3895,1,"array([27.82460423, -0.95556877])"
3896,1,"array([  9.54072938, -18.80190067])"
3897,0,"array([ 12.98437386, -20.46809336])"
3898,1,"array([28.83044521, -8.0710901 ])"
3899,0,"array([31.41022263, -5.6449533 ])"
3900,0,"array([13.68568295, -8.61139804])"
3901,0,"array([ 4.34473735, 11.07861526])"
3902,0,"array([11.14148239, -2.79296533])"
3903,0,"array([11.57062115, -0.23233288])"
3904,1,"array([ 9.39578218, -3.31298531])"
3905,0,"array([10.34762595, 14.75787092])"
3906,0,"array([12.17682882, -3.78629758])"
3907,0,"array([ 13.77128379, -25.84137262])"
3908,0,"array([12.35636824, -5.33278547])"
3909,1,"array([ -2.1011307 , -18.37195072])"
3910,0,"array([  0.89938871, -14.69708866])"
3911,0,"array([ 13.01296548, -14.76531242])"
3912,1,"array([37.33347408, -8.73627362])"
3913,1,"array([38.63447949, -5.53517475])"
3914,0,"array([ 26.18816173, -16.12001394])"
3915,0,"array([  2.19499408, -19.02462885])"
3916,0,"array([16.65578915,  3.15991234])"
3917,0,"array([ 10.21113671, -10.51189568])"
3918,0,"array([11.04376599, -0.62731076])"
3919,0,"array([6.36771109, 1.75069825])"
3920,0,"array([5.01807389, 0.36675854])"
3921,1,"array([ 9.00484038, -3.83005816])"
3922,1,"array([10.08635834, -5.776907  ])"
3923,0,"array([10.58164999, -6.60159487])"
3924,0,"array([21.6600457 ,  1.38307645])"
3925,1,"array([-13.78775516, -16.37346976])"
3926,0,"array([21.92833614,  4.73951101])"
3927,0,"array([  6.01979101, -11.06140274])"
3928,1,"array([-3.9321522 , -7.41951304])"
3929,0,"array([ 9.45103451, -7.00563184])"
3930,0,"array([10.32650084, -5.90002163])"
3931,1,"array([-4.00765291,  2.99891528])"
3932,0,"array([14.77384365, 16.47504547])"
3933,0,"array([ 13.58814993, -12.96680591])"
3934,1,"array([10.65290603, -0.89876696])"
3935,1,"array([16.03430871, -5.83936902])"
3936,1,"array([ 32.24443211, -23.6019366 ])"
3937,1,"array([ 30.55289943, -22.33466864])"
3938,1,"array([11.63014683,  1.8254933 ])"
3939,1,"array([ 8.16615552, -7.99658199])"
3940,0,"array([10.50274158, -4.42206139])"
3941,0,"array([23.34236131,  0.84075161])"
3942,0,"array([ 10.92487057, -10.11787013])"
3943,0,"array([ 29.39832096, -19.75155725])"
3944,0,"array([ 31.20723712, -25.36692411])"
3945,0,"array([ 8.014206  , 10.05568735])"
3946,0,"array([ 36.43793328, -18.75340262])"
3947,1,"array([14.33018579, -5.80569172])"
3948,0,"array([ 9.09986869, -4.96657817])"
3949,0,"array([ 10.92595419, -25.41440316])"
3950,0,"array([ 16.39720737, -25.70812173])"
3951,1,"array([-43.10121405, -95.11968594])"
3952,0,"array([-42.43109608, -95.7477786 ])"
3953,1,"array([116.67341052, -52.67703697])"
3954,0,"array([117.33875458, -52.04843757])"
3955,1,"array([ 14.3668703 , -12.85468493])"
3956,0,"array([ 14.77067662, -18.06676731])"
3957,1,"array([28.98973406, 13.91732307])"
3958,1,"array([  9.15192514, -29.18217116])"
3959,1,"array([24.78826004, -2.70961693])"
3960,1,"array([14.81919149, -2.00651307])"
3961,0,"array([ 6.57707848, -4.32571533])"
3962,0,"array([12.09569344, -0.54669613])"
3963,0,"array([16.81267131, -3.99654326])"
3964,1,"array([7.89961711, 0.57700312])"
3965,1,"array([10.051584  ,  1.15770591])"
3966,1,"array([  6.08426346, -28.09450545])"
3967,0,"array([  7.19080769, -24.28005004])"
3968,1,"array([ 4.78631248, 14.0641517 ])"
3969,1,"array([ 39.43740134, -11.82247797])"
3970,0,"array([ 43.58858485, -13.55303094])"
3971,1,"array([ 12.4784666 , -32.12894369])"
3972,0,"array([ 13.36697164, -27.93677003])"
3973,0,"array([ 33.35102527, -19.12471488])"
3974,0,"array([22.41786052, 14.10370574])"
3975,0,"array([ 4.4554393 , -3.39232952])"
3976,0,"array([16.21648426, -4.06629581])"
3977,1,"array([20.30776881, 19.9788953 ])"
3978,1,"array([ 31.05256633, -19.77079151])"
3979,1,"array([14.62359068, -4.65906188])"
3980,0,"array([ 17.8098595 , -10.21593203])"
3981,0,"array([15.87863093, -0.91930332])"
3982,0,"array([40.30265069,  1.64356298])"
3983,0,"array([45.24907944, 10.66100735])"
3984,1,"array([  6.95769635, -24.63676184])"
3985,0,"array([  9.13184427, -20.47573937])"
3986,1,"array([ 35.3016005 , -10.00932101])"
3987,1,"array([ 17.52357447, -23.02440525])"
3988,0,"array([ 15.40204108, -25.36233184])"
3989,1,"array([ 17.59950063, -14.9060313 ])"
3990,0,"array([ 18.22625473, -14.32810424])"
3991,1,"array([ 22.33618768, -18.87492129])"
3992,0,"array([ 42.02701944, -12.79707592])"
3993,0,"array([ 4.93335024, -0.48442249])"
3994,0,"array([ 17.6312326 , -24.23553739])"
3995,1,"array([30.27046821,  1.74196679])"
3996,0,"array([14.9156661,  3.8057236])"
3997,1,"array([-3.41402219,  7.09546042])"
3998,0,"array([ 5.38687566, -4.37355191])"
3999,0,"array([ 9.3471222 , 14.05737264])"
4000,1,"array([-1.02641905,  6.77656444])"
4001,1,"array([20.80303669, 11.82247448])"
4002,1,"array([25.66590449, 16.55351055])"
4003,0,"array([-3.48041526, -2.57167532])"
4004,0,"array([10.88973347,  1.44076483])"
4005,0,"array([10.65141226,  5.83265648])"
