# index, male, _pos
13809,0,"array([21.8620302 ,  9.59180871])"
13810,0,"array([ 18.47373903, -10.54868523])"
13811,0,"array([ -7.65631269, -11.72058162])"
13812,0,"array([ 2.8402986 , 10.79608151])"
13813,1,"array([ 35.38660019, -11.16214271])"
13814,1,"array([14.4532548 , -7.64757419])"
13815,1,"array([-97.63678746, -36.00265484])"
13816,0,"array([-97.35540539, -35.14143483])"
13817,0,"array([11.45181146, 11.82181502])"
13818,0,"array([15.50893676, -4.16813246])"
13819,0,"array([ 28.55447196, -16.96199373])"
13820,0,"array([ 25.47903752, -20.98851044])"
13821,0,"array([17.12470447,  0.66950241])"
13822,0,"array([14.91482027, -1.24499289])"
13823,0,"array([17.06053785,  5.2689218 ])"
13824,1,"array([42.78894973, 16.60848163])"
13825,0,"array([44.75475296, 18.9777159 ])"
13826,1,"array([  4.62313732, -25.5903119 ])"
13827,0,"array([ 13.8983025 , -14.45092159])"
13828,0,"array([24.95871859,  8.76848112])"
13829,0,"array([16.29962029, -6.55736219])"
13830,0,"array([ 27.25260958, -27.58099133])"
13831,0,"array([26.44154704,  0.09661203])"
13832,1,"array([44.24048241, -4.81903634])"
13833,1,"array([  3.21127245, -24.63947   ])"
13834,1,"array([ 3.80787219, 22.81787284])"
13835,0,"array([ 4.84668915, -0.26027026])"
13836,0,"array([ 17.99011226, -12.32149308])"
13837,0,"array([36.02579056,  1.81751127])"
13838,0,"array([16.99891747, -6.61466009])"
13839,0,"array([42.74203659, -6.88353099])"
13840,0,"array([23.38602038, -2.31637682])"
13841,0,"array([15.28974407, -0.19363068])"
13842,0,"array([17.28446047, -6.1077604 ])"
13843,0,"array([-8.47808397, -5.00481072])"
13844,0,"array([37.73774271,  1.69779724])"
13845,0,"array([11.44624141,  1.9215767 ])"
13846,0,"array([20.17982146, -7.2036827 ])"
13847,0,"array([ 19.95290429, -12.92259439])"
13848,1,"array([6.34571034, 2.60749994])"
13849,1,"array([ -2.78751037, -15.05426981])"
13850,1,"array([17.41476286, -4.17464175])"
13851,1,"array([43.72813133,  4.44811924])"
13852,1,"array([-11.07634661, -11.99453682])"
13853,1,"array([  6.45900968, -14.73096925])"
13854,1,"array([ -9.11249691, -18.07801636])"
13855,1,"array([51.14359996,  4.52390923])"
13856,1,"array([38.06249063, -5.47484667])"
13857,0,"array([14.577341  , -6.66965041])"
13858,0,"array([-13.77654531, -14.25774114])"
13859,0,"array([ 4.2870812 , 21.12048801])"
13860,0,"array([20.30266196,  0.25430874])"
13861,0,"array([  2.16462764, -24.06039377])"
13862,0,"array([ 31.28767041, -16.31105563])"
13863,0,"array([  9.14202349, -17.1694802 ])"
13864,1,"array([  7.42602604, -33.12585306])"
13865,0,"array([  8.65795584, -29.42857545])"
13866,1,"array([  6.73863823, -31.48158583])"
13867,1,"array([ 34.17618695, -13.37443093])"
13868,1,"array([ 2.4284262 , 14.00837899])"
13869,1,"array([ 2.6967806 , 24.73218351])"
13870,1,"array([29.30227188,  5.70756235])"
13871,0,"array([25.66690672, -1.52522103])"
13872,0,"array([ 34.48517274, -17.10909094])"
13873,0,"array([-0.93885499, 17.5971018 ])"
13874,1,"array([21.53946111, 14.58755308])"
13875,1,"array([ 23.40047767, -18.04490026])"
13876,0,"array([ 20.9248334 , -15.09762354])"
13877,1,"array([ 15.91043169, -12.72770098])"
13878,1,"array([ 42.89619067, -11.11902971])"
13879,0,"array([9.56840267, 0.06135501])"
13880,0,"array([-1.25306347, 17.06846411])"
13881,1,"array([-10.052942  , -15.97431168])"
13882,1,"array([ 29.34795337, -17.14957195])"
13883,0,"array([25.88887083,  0.48252146])"
13884,0,"array([21.06522135, -4.71300121])"
13885,0,"array([ 19.45442689, -17.6515902 ])"
13886,0,"array([20.67520007, -3.21725143])"
13887,0,"array([ 11.68385161, -13.99827373])"
13888,0,"array([ 9.51219474, -9.43626857])"
13889,1,"array([ 16.09110198, -13.86085343])"
13890,1,"array([-98.15573017, -11.63903823])"
13891,0,"array([-98.49404389, -10.7445769 ])"
13892,0,"array([19.9613493 ,  9.27827161])"
13893,1,"array([ 22.76145984, -21.93783542])"
13894,1,"array([ 27.89431373, -27.08676738])"
13895,0,"array([ 9.69337459, 14.80328633])"
13896,0,"array([16.78324276, -3.59889979])"
13897,0,"array([16.87174051, -2.24416932])"
13898,0,"array([23.86680417, -4.03370577])"
13899,0,"array([10.22704934, -9.40226282])"
13900,0,"array([22.11601163,  0.1204234 ])"
13901,0,"array([ 0.57163938, -9.02813458])"
13902,0,"array([33.87627764, -9.03055446])"
13903,0,"array([21.0487162 , -3.76549813])"
13904,0,"array([ 4.8565862 , -4.55948994])"
13905,1,"array([17.89824714, -7.4961046 ])"
13906,0,"array([22.59590126, -7.04809776])"
13907,1,"array([ 3.19076647, 26.43571649])"
13908,1,"array([ 13.85411285, -24.82701267])"
13909,1,"array([ -2.29757422, -14.98652547])"
13910,1,"array([ 36.8002643 , -11.18554538])"
13911,0,"array([18.31336792, 11.58930165])"
13912,0,"array([15.42751621, 10.47238361])"
13913,0,"array([  2.81702941, -19.59841949])"
13914,0,"array([11.15558827, -1.27428092])"
13915,0,"array([22.52191432, -0.50213203])"
13916,0,"array([  3.13507712, -33.15018087])"
13917,0,"array([ -9.39081692, -10.2256351 ])"
13918,0,"array([39.26021506, -1.6543968 ])"
13919,0,"array([18.82998392,  0.78753204])"
13920,0,"array([ 13.97407077, -33.48026371])"
13921,0,"array([ 15.82147581, -10.12218781])"
13922,0,"array([-6.10682702, -5.63430853])"
13923,1,"array([ 35.91069139, -11.68232056])"
13924,1,"array([124.1109546 , -15.09029969])"
13925,0,"array([123.38520852, -14.57288125])"
13926,1,"array([  4.12506241, -14.35203459])"
13927,1,"array([21.67510952, 21.88137804])"
13928,0,"array([22.95945461, 25.7540902 ])"
13929,0,"array([8.53428368, 9.91199537])"
13930,0,"array([ -6.2540393 , -13.30733485])"
13931,0,"array([23.80458688, -4.30210138])"
13932,0,"array([32.28175896, -7.40700495])"
13933,0,"array([ 7.64824762, -5.27872389])"
13934,1,"array([9.59506669, 5.22826726])"
13935,1,"array([22.94696672,  0.12699027])"
13936,1,"array([ 35.99926172, -16.2352568 ])"
13937,1,"array([-70.31913122,  77.16395951])"
13938,0,"array([-70.72977226,  76.34767748])"
13939,0,"array([25.69345128, -3.84450651])"
13940,0,"array([ 16.72173851, -12.49435179])"
13941,0,"array([17.58586746, -3.54199885])"
13942,0,"array([17.86375847, -1.28334438])"
13943,0,"array([25.0502064 , -1.81732126])"
13944,0,"array([ 16.6157341 , -14.02524516])"
13945,0,"array([ 20.72835588, -18.2365697 ])"
13946,0,"array([34.54564123,  7.77018379])"
13947,0,"array([  5.54905871, -34.95684981])"
13948,1,"array([32.49765136,  7.40187   ])"
13949,1,"array([ 11.18772791, -14.09406255])"
13950,1,"array([ 39.45859669, -18.02478515])"
13951,1,"array([  3.42118892, -27.60787816])"
13952,0,"array([ 22.44848216, -20.69539673])"
13953,0,"array([ 13.37552724, -14.61765609])"
13954,0,"array([23.92563109, 24.62021339])"
13955,0,"array([ 42.83591577, -13.07293874])"
13956,0,"array([  4.55995851, -15.58198515])"
13957,1,"array([ 8.46424206, 13.79312389])"
13958,0,"array([ 9.72903612, 14.06631386])"
13959,1,"array([ 8.4110569 , -6.49449533])"
13960,1,"array([ 19.64881852, -12.83256693])"
13961,1,"array([ 46.7617532 , -14.03173029])"
13962,1,"array([21.23323935,  4.5437345 ])"
13963,1,"array([23.47485534, 28.03793825])"
13964,1,"array([5.92709963, 9.79616845])"
13965,0,"array([25.60094998, 10.61331973])"
13966,1,"array([  -6.40649735, -111.85855797])"
13967,0,"array([  -7.28694694, -111.68574445])"
13968,1,"array([ 5.93902722, 11.67753137])"
13969,0,"array([20.6130329 , -0.77287911])"
13970,0,"array([-0.17189635, 11.69146783])"
13971,1,"array([26.88156568, -7.98642804])"
13972,1,"array([ 29.40494648, -28.37622965])"
13973,1,"array([ 28.83277757, -31.34252962])"
13974,1,"array([ 6.59727571, 18.83378695])"
13975,0,"array([ 32.97000269, -16.22841004])"
13976,0,"array([17.22696585, 11.79961181])"
13977,0,"array([25.66358254, -7.87555246])"
13978,0,"array([24.71502682, -8.66649193])"
13979,0,"array([22.60119017, -6.36170519])"
13980,0,"array([12.27137818, -0.90238171])"
13981,0,"array([-11.54120392, -13.35585866])"
13982,0,"array([44.53616967,  2.88758837])"
13983,0,"array([13.38794407, -9.04457464])"
13984,0,"array([21.69213068, -6.24908591])"
13985,0,"array([ 6.79105597, -9.02474152])"
13986,0,"array([16.84751367, -6.1936106 ])"
13987,0,"array([-97.85107606, -12.5409624 ])"
13988,1,"array([21.80172316, 23.44988555])"
13989,1,"array([19.28402682, 21.24824403])"
13990,1,"array([  1.21329333, -10.65935282])"
13991,1,"array([11.35650536, 14.10857679])"
13992,1,"array([  7.04276342, -17.72161872])"
13993,1,"array([20.48911259, -6.29528847])"
13994,1,"array([ 7.74329405, 14.65614876])"
13995,0,"array([12.8561476 , -3.81200429])"
13996,0,"array([13.6321493 , -4.24785581])"
13997,0,"array([21.60839185, -6.47352798])"
13998,0,"array([19.66753741, -3.1889623 ])"
13999,0,"array([ 13.76046989, -12.55985176])"
14000,0,"array([29.44060965,  0.18969072])"
14001,0,"array([15.58325403, -3.32474556])"
14002,1,"array([ 21.31257143, -10.43410945])"
14003,1,"array([-3.8062125 , -8.35701775])"
14004,1,"array([21.17162622, 21.70218645])"
14005,0,"array([15.70385112, -5.68793338])"
14006,0,"array([34.01170801,  1.51518575])"
14007,0,"array([ 17.10315256, -30.52162536])"
14008,0,"array([14.40319734, -3.76369431])"
14009,0,"array([ -8.80393453, -10.3018978 ])"
14010,1,"array([21.3241506 , 12.06864896])"
14011,1,"array([ 24.23991691, -20.87587447])"
14012,0,"array([ 25.46597736, -24.57434793])"
14013,1,"array([ 2.80845976, 25.92913039])"
14014,0,"array([16.3369881 ,  0.10476399])"
14015,0,"array([ 0.42883604, -1.45024089])"
14016,0,"array([ -2.99747584, -11.15093451])"
14017,0,"array([ 7.07578934, -7.9108414 ])"
14018,0,"array([11.63227572, -6.11318248])"
14019,0,"array([-13.43648351, -11.56849209])"
14020,0,"array([  7.58489295, -12.09931035])"
14021,1,"array([ 35.9293975 , -14.29337131])"
14022,1,"array([18.145546  , 15.89141507])"
14023,1,"array([16.3456319 , -3.92961558])"
14024,1,"array([21.29990777, 21.04492766])"
14025,1,"array([17.9843701 , 15.63133711])"
14026,0,"array([17.05684034, 14.88850856])"
14027,1,"array([  6.80572818, -15.78270711])"
14028,0,"array([34.83671609,  4.99458577])"
14029,0,"array([21.50016934, -1.76965613])"
14030,0,"array([ 9.96539324, -9.93428863])"
14031,0,"array([ 13.00626375, -14.47241327])"
14032,0,"array([34.45022473,  1.45048414])"
14033,1,"array([14.50442788, 11.55505473])"
14034,1,"array([-10.85556918,  -7.46681866])"
14035,1,"array([41.75836064, -7.42174216])"
14036,0,"array([46.02075594, -7.11043521])"
14037,1,"array([ 24.54432446, -21.29475083])"
14038,0,"array([ 11.86789951, -17.54108898])"
14039,0,"array([  5.47618416, -19.2498625 ])"
14040,0,"array([36.08179286,  0.66399003])"
14041,0,"array([24.15220506, -0.31319547])"
14042,0,"array([ 8.80211856, 11.74543491])"
14043,1,"array([17.91963112, -7.69635731])"
14044,0,"array([ 16.74416102, -12.03996032])"
14045,0,"array([11.19859138,  0.34078509])"
14046,0,"array([ 9.44979951, -8.74265346])"
14047,1,"array([ 39.15276843, -12.66915321])"
14048,1,"array([-5.43376155, -0.63133585])"
14049,1,"array([ 39.55779612, -13.76498843])"
14050,0,"array([ 43.76140727, -15.65445247])"
14051,1,"array([ 23.99744284, -21.84738804])"
14052,1,"array([16.27947662, -2.82298429])"
14053,0,"array([13.62413178, -4.39940007])"
14054,1,"array([ -0.75998578, -34.83818302])"
14055,1,"array([  5.28688546, -30.10933044])"
14056,1,"array([39.31860004, -4.40041578])"
14057,1,"array([-9.93382825, -8.20431911])"
14058,1,"array([10.57754306, 15.30570266])"
14059,1,"array([  4.13968831, -25.94403797])"
14060,1,"array([ 34.03619754, -13.63760374])"
14061,0,"array([ 18.83286552, -18.8490112 ])"
14062,0,"array([28.69976132, -1.36034898])"
14063,1,"array([37.96667352,  3.19760286])"
14064,0,"array([ 26.86840308, -19.9835923 ])"
14065,0,"array([9.54670555, 2.05958508])"
14066,0,"array([17.65709675, -5.40972878])"
14067,0,"array([20.56333942, 10.62069266])"
14068,0,"array([  7.84935538, -12.24438979])"
14069,0,"array([13.68966049, -7.97782468])"
14070,0,"array([23.53702656, -7.63657743])"
14071,1,"array([-7.51405756, -8.83916172])"
14072,1,"array([23.28461393, 21.61515822])"
14073,1,"array([20.79204573, 12.18981392])"
14074,1,"array([-11.15547671,  -9.38024613])"
14075,1,"array([35.00327903, -0.42134212])"
14076,1,"array([  84.70234929, -104.74964463])"
14077,0,"array([  84.12845231, -104.04552021])"
14078,1,"array([40.74261355, -0.311044  ])"
14079,0,"array([  3.90749995, -18.95517187])"
14080,0,"array([  6.19671663, -10.49116574])"
14081,0,"array([4.946975  , 9.67887629])"
14082,0,"array([ 9.09769669, 11.90535437])"
14083,1,"array([13.2393346 ,  7.30422842])"
14084,0,"array([17.19834533,  3.3057203 ])"
14085,1,"array([23.99056747, 17.23636295])"
14086,0,"array([20.92021146, 18.68146851])"
14087,1,"array([  0.91397212, -13.35632584])"
14088,1,"array([ 27.7625848 , -15.29221127])"
14089,1,"array([13.26544801, -6.59407548])"
14090,0,"array([ 16.49855804, -10.50697233])"
14091,1,"array([36.40417295, -0.0715588 ])"
14092,1,"array([23.46062816, 11.00563724])"
14093,1,"array([24.29789779,  1.01842012])"
14094,1,"array([11.39087327, -9.13815995])"
14095,0,"array([13.95591407, -8.07546769])"
14096,0,"array([ 7.58128568, -6.5232353 ])"
14097,0,"array([18.69405007, -6.64553928])"
14098,0,"array([-8.30773692, -4.51947635])"
14099,0,"array([ 9.00939037, -6.94041825])"
14100,0,"array([ 20.51088859, -14.24315158])"
14101,1,"array([10.29573794,  6.94586774])"
14102,1,"array([ -6.02260105, -14.53564855])"
14103,1,"array([ -5.06761509, -12.18311754])"
14104,1,"array([ 9.47858058, 20.40358284])"
14105,0,"array([8.45520563, 1.21542988])"
14106,1,"array([ 15.29477768, -12.47860184])"
14107,0,"array([  7.208001  , -18.95626015])"
14108,1,"array([10.53011371, 16.98629664])"
14109,1,"array([  2.58460053, -21.85027168])"
14110,1,"array([15.19912528, 10.02402742])"
14111,1,"array([ 4.36537606, 13.38372924])"
14112,0,"array([ 34.51355565, -17.4954861 ])"
14113,0,"array([ 15.74364342, -12.47815445])"
14114,0,"array([ 1.35371645, 13.36106872])"
14115,0,"array([  0.85753381, -33.48569579])"
14116,0,"array([ 28.3711213 , -29.16146856])"
14117,0,"array([-11.38076097, -14.3533634 ])"
14118,0,"array([ 8.4851032 , 12.18379733])"
14119,1,"array([ 29.1528235 , -16.75073115])"
14120,1,"array([ 31.06741828, -28.42903357])"
14121,0,"array([  4.98080417, -19.05470932])"
14122,0,"array([ 26.99426735, -13.47241023])"
14123,0,"array([ 29.85559277, -13.46527203])"
14124,0,"array([16.44635911, -6.16489301])"
14125,0,"array([22.77964385, 17.58460737])"
14126,1,"array([ -2.7541477 , -14.08475806])"
14127,0,"array([ 37.56024777, -17.91046579])"
14128,0,"array([17.8559671, 15.1903243])"
14129,0,"array([ 17.82398334, -11.61001051])"
14130,1,"array([ 25.74811239, -11.80632383])"
14131,1,"array([ 3.79845406, 14.29626374])"
14132,1,"array([ 41.75725936, -19.86928279])"
14133,1,"array([ 14.04763274, 115.25182486])"
14134,0,"array([ 13.73084452, 114.39945603])"
14135,1,"array([-8.94068464,  2.99409088])"
14136,1,"array([14.06998934,  4.14968487])"
14137,0,"array([16.19412648, -7.41768717])"
14138,0,"array([ 16.62110742, -24.32167766])"
14139,0,"array([25.1615135 , -6.70527162])"
14140,0,"array([24.7109138 , -3.80779816])"
14141,0,"array([27.22594007, 19.99283846])"
14142,1,"array([13.76930663, -7.53830166])"
14143,0,"array([13.17048313, -9.04756858])"
14144,1,"array([ 8.29138393, 14.39198348])"
14145,1,"array([  3.45359486, -25.08393893])"
14146,1,"array([36.56078998,  9.93852037])"
14147,1,"array([  9.77582583, -19.78999404])"
14148,0,"array([ 8.59591975, 17.7977141 ])"
14149,0,"array([17.77457818, -0.17789705])"
14150,0,"array([ 4.5726258 , -8.64004529])"
14151,1,"array([31.09968078,  6.11813464])"
14152,1,"array([ 8.08050355, 17.82818106])"
14153,0,"array([ 6.6788565 , 16.55785155])"
14154,1,"array([ 3.55985934, 25.91541258])"
14155,1,"array([  3.54292806, -25.49283006])"
14156,0,"array([19.19126573, -4.48622673])"
14157,0,"array([15.81182604,  1.70640662])"
14158,0,"array([35.89618644,  5.53487568])"
14159,1,"array([33.34308235,  9.75225442])"
14160,0,"array([30.69175757,  7.66830866])"
14161,0,"array([ 0.05756528, 19.81920542])"
14162,0,"array([22.17302103, 19.22307805])"
14163,0,"array([ 2.25755383, -3.92124586])"
14164,0,"array([ 25.2616633 , -26.17293582])"
14165,1,"array([ 15.96630468, -15.91994181])"
14166,0,"array([ 17.02814704, -20.32431662])"
14167,1,"array([39.46295332, -9.35827834])"
14168,0,"array([ 7.12496508, 19.62164644])"
14169,1,"array([ 86.22803469, -84.07993274])"
14170,0,"array([ 86.28380152, -84.98215299])"
14171,0,"array([23.28664202, -1.85804139])"
14172,0,"array([-13.48467832, -14.70781184])"
14173,0,"array([21.6799069 , 16.81982347])"
14174,1,"array([ 17.87854192, -16.22923594])"
14175,0,"array([ 19.20369012, -20.21965703])"
14176,1,"array([16.75838011, 10.18514832])"
14177,1,"array([25.02588817, 23.00859798])"
14178,0,"array([25.60189872, 24.8342952 ])"
14179,0,"array([ 26.58202706, -21.68437619])"
14180,0,"array([11.34950909,  3.98071321])"
14181,0,"array([ 9.44561473, -4.64688795])"
14182,1,"array([12.97183657, 10.85810519])"
14183,0,"array([20.090932  , 13.00807997])"
14184,0,"array([-12.52819095,   4.45457116])"
14185,1,"array([ 29.28848732, -28.81259068])"
14186,1,"array([14.65813519, -8.33989569])"
14187,1,"array([119.98849898,  57.78105514])"
14188,0,"array([119.31405536,  58.39100047])"
14189,1,"array([  0.89037548, -10.02052105])"
14190,1,"array([9.3307949 , 4.85865584])"
14191,1,"array([ 31.26660606, -23.96329231])"
14192,1,"array([32.07347666, -8.29918544])"
14193,1,"array([ 16.52571508, -26.71397564])"
14194,0,"array([ 21.20777695, -11.14037882])"
14195,0,"array([17.25291966, -7.17078714])"
14196,0,"array([ 8.9600768 , -8.97802282])"
14197,0,"array([ 22.9545445 , -12.48789338])"
14198,0,"array([-12.19049637,   5.06224862])"
14199,1,"array([ 4.38664376, 12.82460247])"
14200,1,"array([ 26.86136877, -22.38167905])"
14201,1,"array([  8.55549459, -10.28071663])"
14202,1,"array([ 24.48301254, -26.56120003])"
14203,0,"array([12.51867748,  1.84157369])"
14204,0,"array([11.35656021, 17.90786397])"
14205,0,"array([18.9092864 , 15.04981736])"
14206,0,"array([ 16.5553249, -29.5279112])"
14207,1,"array([ 16.81954939, -10.83360186])"
14208,0,"array([ 40.7705499 , -11.81730051])"
14209,1,"array([ 3.10040265, 16.38230148])"
14210,0,"array([17.77178393, -5.54127439])"
14211,0,"array([ 14.81937548, -24.99016147])"
14212,0,"array([ 26.83730079, -26.67228748])"
14213,0,"array([27.21849982, 20.46991139])"
14214,0,"array([11.34460971, -8.91089863])"
14215,1,"array([29.87563689, -1.90142157])"
14216,1,"array([ 42.54676921, -12.70484517])"
14217,1,"array([25.95809294, 18.31885362])"
14218,1,"array([14.37501504, -7.44380612])"
14219,1,"array([50.02004072, -9.60843251])"
14220,0,"array([45.26252907, -9.25062234])"
14221,1,"array([120.35303183,  38.65998634])"
14222,0,"array([9.54686315, 3.0686923 ])"
14223,0,"array([34.34492569,  3.02293761])"
14224,0,"array([19.17521206, 11.66696003])"
14225,0,"array([14.44305524,  1.28084464])"
14226,0,"array([34.8822749 ,  6.98904344])"
14227,0,"array([ -0.97675301, -32.01812012])"
14228,0,"array([6.31587343, 9.89206366])"
14229,0,"array([53.14730044, -9.8448367 ])"
14230,1,"array([16.05309687, -9.78065982])"
14231,1,"array([37.46471281, -8.22009775])"
14232,1,"array([ 3.78699149, 16.57625976])"
14233,1,"array([34.58249175, -9.2460207 ])"
14234,0,"array([ -0.06842451, -22.12384871])"
14235,0,"array([11.87725258, -9.50010304])"
14236,0,"array([ 20.63816414, -11.06395342])"
14237,0,"array([22.35760756, -9.16805391])"
14238,1,"array([ 21.59175204, -15.98751661])"
14239,0,"array([ 22.70202799, -19.51902969])"
14240,1,"array([ 23.26785504, -14.65110494])"
14241,1,"array([35.6532059 , -2.93744656])"
14242,1,"array([26.09474669,  6.96794984])"
14243,1,"array([14.0530047 , 13.31620508])"
14244,0,"array([22.99302454,  0.97945743])"
14245,0,"array([ 19.98796906, -24.95414745])"
14246,0,"array([19.46327076, -4.16026808])"
14247,0,"array([37.65619039,  2.9622382 ])"
14248,0,"array([19.09830115, 13.3118816 ])"
14249,0,"array([17.84979845, 12.52905376])"
14250,0,"array([ 37.91941609, -10.15318381])"
14251,1,"array([123.9163844,  55.8880214])"
14252,0,"array([123.85631013,  54.9359115 ])"
14253,0,"array([20.55871592, -2.25889088])"
14254,1,"array([-12.24218008, -10.25918465])"
14255,0,"array([-16.01068753,  -9.70383581])"
14256,1,"array([10.77790049, -6.5820665 ])"
14257,1,"array([14.32136145, -4.93614798])"
14258,1,"array([-96.60622359, -51.39955388])"
14259,0,"array([-96.37834164, -50.47692661])"
14260,1,"array([17.29385155, -9.57264106])"
14261,0,"array([ 20.54463323, -10.43974932])"
14262,0,"array([  0.25362721, -31.67961837])"
14263,0,"array([ 9.91940545, -3.57643756])"
14264,0,"array([  8.10880059, -12.15483053])"
14265,0,"array([ 15.40279005, -30.4895751 ])"
14266,1,"array([  6.83756367, -14.08219032])"
14267,1,"array([ 18.64845804, -13.96594541])"
14268,1,"array([ 18.4564304 , -21.87911443])"
14269,0,"array([-10.08996858, -13.44845233])"
14270,0,"array([10.27349058,  2.80318968])"
14271,0,"array([17.66054745,  0.66024957])"
14272,0,"array([16.26321341, -2.60641617])"
14273,0,"array([13.73185587,  6.54387029])"
14274,0,"array([15.66371983, -2.45014888])"
14275,0,"array([11.67551618, 16.78741453])"
14276,0,"array([28.1213265,  4.5595039])"
14277,0,"array([26.7822856 , 20.74999118])"
14278,1,"array([37.9145452 , -0.58024886])"
14279,1,"array([122.32045439, -65.50626593])"
14280,0,"array([121.72508971, -66.19137234])"
14281,1,"array([ 28.44173805, -15.76856249])"
14282,0,"array([ 33.79153631, -21.03177165])"
14283,0,"array([6.38243842, 4.08209656])"
14284,0,"array([ 16.05609707, -22.63688955])"
14285,0,"array([ 14.72753694, -11.73014288])"
14286,0,"array([ 13.02680995, -23.35965405])"
14287,0,"array([ 3.47768651, -8.96041306])"
14288,0,"array([32.78136748, -8.9400333 ])"
14289,0,"array([-6.30501243, -9.77411266])"
14290,0,"array([  0.82631603, -26.98351235])"
14291,1,"array([ 17.25756731, -12.38647942])"
14292,1,"array([24.31927628,  5.69820259])"
14293,0,"array([27.32405035, 10.00421352])"
14294,1,"array([34.13110015,  4.3989962 ])"
14295,0,"array([18.37135759,  8.08522664])"
14296,0,"array([ 29.47959112, -18.67466803])"
14297,0,"array([  0.78698689, -31.85834962])"
14298,0,"array([ 9.93294005, 11.63298575])"
14299,0,"array([13.36971395, -1.11537647])"
14300,0,"array([18.05658795, 20.36340454])"
14301,0,"array([ 34.47883871, -11.53541525])"
14302,0,"array([41.05034276, -0.72256891])"
14303,0,"array([ 27.70634895, -14.8946677 ])"
14304,0,"array([  2.23219274, -27.69347159])"
14305,1,"array([ 8.76013354, -8.50957132])"
14306,1,"array([-15.62139714,  -8.59176592])"
14307,1,"array([17.31190866, -8.15158109])"
14308,1,"array([14.89356903, -8.97986278])"
14309,1,"array([ 22.02221318, -15.80169541])"
14310,0,"array([36.53273098,  0.28458642])"
14311,0,"array([12.30912305, -8.20463652])"
14312,0,"array([8.45481717, 9.31001315])"
14313,0,"array([26.5306461 ,  2.45892821])"
14314,0,"array([17.07173207, 13.40268996])"
14315,1,"array([23.08995003, 19.99143891])"
14316,0,"array([  7.02762723, -22.7617984 ])"
14317,0,"array([ 16.90462786, -19.21248491])"
14318,1,"array([ 5.95507491, -7.22457387])"
14319,1,"array([32.09078352, -8.60775652])"
14320,1,"array([ 19.83063248, -10.15136746])"
14321,0,"array([ 6.49150875, -6.07324853])"
14322,0,"array([12.3266716 , 13.48129243])"
14323,0,"array([21.51477208,  9.34127143])"
14324,0,"array([ 15.1421415 , -15.04287487])"
14325,0,"array([ 11.19671168, -26.22140154])"
14326,0,"array([9.32392973, 0.05739167])"
14327,0,"array([20.47242862, -6.91311566])"
14328,1,"array([29.65986589,  4.04854421])"
14329,0,"array([  7.64123535, -25.28854866])"
14330,0,"array([-11.09911203,  -7.96644401])"
14331,1,"array([  6.3664101 , -28.88657114])"
14332,1,"array([-95.85359642, -49.6756871 ])"
14333,1,"array([28.96200998,  8.67463143])"
14334,0,"array([33.05369033, -3.59329718])"
14335,0,"array([  0.04875122, -31.16791258])"
14336,0,"array([18.25901526, -4.81254459])"
14337,0,"array([2.74987973, 7.54502734])"
14338,1,"array([26.09761363, 16.77481999])"
14339,0,"array([  6.56938436, -12.98204374])"
14340,0,"array([ 0.65381088, 17.67256142])"
14341,1,"array([11.57055231, -8.85277928])"
14342,1,"array([13.79202039, -7.14982129])"
14343,1,"array([10.06573069, 18.24256084])"
14344,0,"array([ -3.56906447, -13.50705311])"
14345,0,"array([ 25.44247724, -23.68201252])"
14346,0,"array([23.36925739, -3.54095121])"
14347,0,"array([25.33506692, -1.21073654])"
14348,0,"array([25.76092671, 20.21000306])"
14349,0,"array([ 14.88756015, -11.09977638])"
14350,1,"array([ 30.21195398, -17.99308098])"
14351,1,"array([ 29.22384091, -22.40878374])"
14352,1,"array([  5.47521927, -26.80056407])"
14353,0,"array([ 19.16718616, -10.58762417])"
14354,0,"array([ 19.4014764 , -25.63684141])"
14355,0,"array([17.66236955, -7.72612895])"
14356,0,"array([19.23131306, 14.83539256])"
14357,0,"array([10.77764905, -7.32236429])"
14358,1,"array([  4.35136246, -15.12571309])"
14359,1,"array([1.15685521, 9.8321028 ])"
14360,1,"array([-3.03484046,  9.04043558])"
14361,1,"array([30.33402314, -0.63683622])"
14362,1,"array([ 21.32770401, -30.59105852])"
14363,1,"array([  2.10568898, -10.74753449])"
14364,1,"array([  -5.72624762, -116.75311891])"
14365,0,"array([ 6.28287084, -6.02077261])"
14366,0,"array([  1.72274168, -11.02456843])"
14367,0,"array([  2.50773089, -19.87200902])"
14368,0,"array([19.67414978, -5.49521783])"
14369,0,"array([  5.5916385 , -25.18232472])"
14370,0,"array([  8.81554204, -28.40428698])"
14371,0,"array([41.70849292,  1.91241545])"
14372,1,"array([ 45.47888797, -11.27289894])"
14373,1,"array([-91.94407877, -42.25510469])"
14374,0,"array([-92.76826027, -41.87070491])"
14375,1,"array([13.08576446, -5.72942849])"
14376,0,"array([ 15.01902204, -12.65635556])"
14377,0,"array([ 13.68926961, -23.01030879])"
14378,1,"array([ 29.40737421, -31.57974344])"
14379,0,"array([ 31.20308911, -34.77005592])"
14380,0,"array([22.54093996, -3.58255364])"
14381,1,"array([ 6.12220077, 17.82943877])"
14382,1,"array([  2.22140543, -30.67116144])"
14383,1,"array([31.99377981, -0.57358603])"
14384,1,"array([16.10005982, -6.11629608])"
14385,1,"array([ 22.05729379, -12.39147375])"
14386,1,"array([ -8.17206203, -12.03029233])"
